status	concept_doi	version_doi	note
drop_version	10.5281/zenodo.11657637	10.5281/zenodo.14041693	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.11657637	10.5281/zenodo.11657638	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.11657637	10.5281/zenodo.14734014	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15343762	10.5281/zenodo.15343763	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.17117647	10.5281/zenodo.17117648	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.17223373	10.5281/zenodo.17223374	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.13880632	10.5281/zenodo.13880633	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.13880632	10.5281/zenodo.15308887	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15235223	10.5281/zenodo.15235224	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.10686680	10.5281/zenodo.10686681	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15277950	10.5281/zenodo.15277951	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.14982375	10.5281/zenodo.14982376	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.14678965	10.5281/zenodo.14678966	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.10507570	10.5281/zenodo.10507571	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15119448	10.5281/zenodo.15119449	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.17360232	10.5281/zenodo.17360233	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.14825717	10.5281/zenodo.14825718	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15281568	10.5281/zenodo.15281569	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15281568	10.5281/zenodo.16748603	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15222673	10.5281/zenodo.15222674	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.16419854	10.5281/zenodo.16419855	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15267549	10.5281/zenodo.15267550	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.14651236	10.5281/zenodo.14651237	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.13255197	10.5281/zenodo.13255198	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.12684717	10.5281/zenodo.12684718	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.13828237	10.5281/zenodo.13828238	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15063705	10.5281/zenodo.15063706	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.14884152	10.5281/zenodo.14884153	HasVersion + IsVersionOf match; dropping version DOI
missing_version_record	10.5281/zenodo.14222417	10.5281/zenodo.14222418	HasVersion points to DOI not present in datasets_dedup
drop_version	10.5281/zenodo.12515772	10.5281/zenodo.12515773	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.11065975	10.5281/zenodo.11065976	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.14591862	10.5281/zenodo.14591863	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15608166	10.5281/zenodo.17131578	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15608166	10.5281/zenodo.15608167	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.13919919	10.5281/zenodo.13919920	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.17312970	10.5281/zenodo.17312971	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15395849	10.5281/zenodo.15395850	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15527592	10.5281/zenodo.15527593	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.14974933	10.5281/zenodo.15005783	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.14974933	10.5281/zenodo.14974934	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.16907854	10.5281/zenodo.16907855	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.17350107	10.5281/zenodo.17350109	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.17753338	10.5281/zenodo.17753339	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.11481972	10.5281/zenodo.11481973	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.14505358	10.5281/zenodo.14505359	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15222912	10.5281/zenodo.15222913	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15798680	10.5281/zenodo.15798681	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15490166	10.5281/zenodo.15490167	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.11092485	10.5281/zenodo.11092486	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.11092485	10.5281/zenodo.13809926	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15069004	10.5281/zenodo.15069005	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15069004	10.5281/zenodo.15496419	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.13286678	10.5281/zenodo.13286679	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.13581845	10.5281/zenodo.13581846	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15719817	10.5281/zenodo.15719818	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15019278	10.5281/zenodo.15019279	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.17250906	10.5281/zenodo.17250907	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.17424859	10.5281/zenodo.17424860	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.10658845	10.5281/zenodo.10658846	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.14468531	10.5281/zenodo.14468532	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.17648779	10.5281/zenodo.17648780	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15721665	10.5281/zenodo.15721666	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15920724	10.5281/zenodo.15920725	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15920724	10.5281/zenodo.15921770	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.16758259	10.5281/zenodo.16758260	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.17478439	10.5281/zenodo.17478440	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.17339227	10.5281/zenodo.17339228	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.17106595	10.5281/zenodo.17106596	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.13929049	10.5281/zenodo.14260210	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.13929049	10.5281/zenodo.13929050	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.14164127	10.5281/zenodo.14780593	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.14164127	10.5281/zenodo.14164128	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.10848631	10.5281/zenodo.10848632	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.13626957	10.5281/zenodo.13626958	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.10809375	10.5281/zenodo.10844262	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.10809375	10.5281/zenodo.10809376	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.10809375	10.5281/zenodo.13359514	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15745769	10.5281/zenodo.15745770	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.14274808	10.5281/zenodo.14274809	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.12608559	10.5281/zenodo.12608560	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.12608559	10.5281/zenodo.14525006	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.12608559	10.5281/zenodo.14766319	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15301091	10.5281/zenodo.15301092	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15494898	10.5281/zenodo.15494899	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.10650157	10.5281/zenodo.10650158	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.14391088	10.5281/zenodo.14391089	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.12608518	10.5281/zenodo.12608519	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15786177	10.5281/zenodo.15786178	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.4457250	10.5281/zenodo.4457251	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15012095	10.5281/zenodo.15012096	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.10848413	10.5281/zenodo.10848414	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.10848413	10.5281/zenodo.11058574	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.10848413	10.5281/zenodo.10852277	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.10848413	10.5281/zenodo.10852422	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.10848413	10.5281/zenodo.13809771	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.12083237	10.5281/zenodo.12083238	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15083221	10.5281/zenodo.15083222	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.14966948	10.5281/zenodo.14966949	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.14966948	10.5281/zenodo.14993000	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.13981247	10.5281/zenodo.13981248	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.17639535	10.5281/zenodo.17639536	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.17041226	10.5281/zenodo.17041227	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.14500333	10.5281/zenodo.17385096	HasVersion + IsVersionOf match; dropping version DOI
missing_version_record	10.5281/zenodo.14500333	10.5281/zenodo.14500334	HasVersion points to DOI not present in datasets_dedup
drop_version	10.5281/zenodo.17709527	10.5281/zenodo.17709528	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.17440711	10.5281/zenodo.17440712	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15065159	10.5281/zenodo.15065160	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.17669562	10.5281/zenodo.17669563	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15387277	10.5281/zenodo.15387278	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.14723228	10.5281/zenodo.14723229	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.11234689	10.5281/zenodo.11234690	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.17607106	10.5281/zenodo.17607108	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.17672604	10.5281/zenodo.17672605	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.14832498	10.5281/zenodo.14832499	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.14832498	10.5281/zenodo.14833079	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.16779272	10.5281/zenodo.16779273	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15396454	10.5281/zenodo.15396455	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.12568953	10.5281/zenodo.15294789	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.12568953	10.5281/zenodo.12568954	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.17227545	10.5281/zenodo.17227546	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15678206	10.5281/zenodo.15678207	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15005710	10.5281/zenodo.15005711	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15112015	10.5281/zenodo.15112016	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15057330	10.5281/zenodo.15057331	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15057330	10.5281/zenodo.15113923	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15057330	10.5281/zenodo.15746283	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.14803423	10.5281/zenodo.14803424	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.17437033	10.5281/zenodo.17437034	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15970161	10.5281/zenodo.15970162	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.17711580	10.5281/zenodo.17711581	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.16940236	10.5281/zenodo.16940237	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.17241471	10.5281/zenodo.17241472	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15260247	10.5281/zenodo.15260248	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.17085383	10.5281/zenodo.17085384	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.17046945	10.5281/zenodo.17046946	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.16792881	10.5281/zenodo.16792882	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.10909618	10.5281/zenodo.10909619	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15446610	10.5281/zenodo.15446611	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15274245	10.5281/zenodo.15274246	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.13622981	10.5281/zenodo.13935366	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.13622981	10.5281/zenodo.13623387	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.13622981	10.5281/zenodo.13622982	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.16732407	10.5281/zenodo.16732408	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.14740613	10.5281/zenodo.14740614	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.16368631	10.5281/zenodo.17474891	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.16368631	10.5281/zenodo.16368632	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.14651652	10.5281/zenodo.14651653	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.13768805	10.5281/zenodo.13768806	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.16940232	10.5281/zenodo.16940233	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.10671531	10.5281/zenodo.10671532	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.11504014	10.5281/zenodo.11504015	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.10593242	10.5281/zenodo.10593243	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.14333436	10.5281/zenodo.14333437	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.17301347	10.5281/zenodo.17301348	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15189473	10.5281/zenodo.15189474	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.13880516	10.5281/zenodo.13880517	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.13880516	10.5281/zenodo.14204497	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.16985241	10.5281/zenodo.16985242	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.16103643	10.5281/zenodo.16103644	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.13856006	10.5281/zenodo.13856007	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.13311911	10.5281/zenodo.13311912	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.17205620	10.5281/zenodo.17205621	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15212663	10.5281/zenodo.15212664	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15526352	10.5281/zenodo.15526353	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.13981668	10.5281/zenodo.14602455	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.13981668	10.5281/zenodo.14766189	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.13981668	10.5281/zenodo.13981669	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15577085	10.5281/zenodo.15577086	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.17191233	10.5281/zenodo.17191234	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.16841967	10.5281/zenodo.16841968	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.13214460	10.5281/zenodo.13214461	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.17475743	10.5281/zenodo.17475744	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.17251228	10.5281/zenodo.17251229	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.14899934	10.5281/zenodo.14899935	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.14644044	10.5281/zenodo.14644045	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.10814477	10.5281/zenodo.10814478	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.17339125	10.5281/zenodo.17339126	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.14587621	10.5281/zenodo.14587622	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15260142	10.5281/zenodo.15871315	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15260142	10.5281/zenodo.15260143	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.17752220	10.5281/zenodo.17752221	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.10212539	10.5281/zenodo.12592210	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.10212539	10.5281/zenodo.10212540	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.16752461	10.5281/zenodo.16752462	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.17716421	10.5281/zenodo.17716422	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.14025916	10.5281/zenodo.14025917	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.17292684	10.5281/zenodo.17292685	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.17455921	10.5281/zenodo.17455922	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.11381891	10.5281/zenodo.11381892	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.10547066	10.5281/zenodo.10547067	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.11047965	10.5281/zenodo.11047966	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.12608545	10.5281/zenodo.12608546	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.12608545	10.5281/zenodo.14525509	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.12608545	10.5281/zenodo.14766291	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15222926	10.5281/zenodo.15222927	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15188358	10.5281/zenodo.15188359	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.14888705	10.5281/zenodo.14888706	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.14888705	10.5281/zenodo.15351054	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15782792	10.5281/zenodo.15782793	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15782792	10.5281/zenodo.16950576	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15388014	10.5281/zenodo.15388015	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15388014	10.5281/zenodo.16598762	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.17482294	10.5281/zenodo.17482295	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.14733049	10.5281/zenodo.14733050	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.14270020	10.5281/zenodo.14270021	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.14160886	10.5281/zenodo.14160887	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.14228050	10.5281/zenodo.14228051	HasVersion + IsVersionOf match; dropping version DOI
missing_version_record	10.5281/zenodo.13359377	10.5281/zenodo.13359378	HasVersion points to DOI not present in datasets_dedup
drop_version	10.5281/zenodo.13359377	10.5281/zenodo.15005970	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.17063687	10.5281/zenodo.17063688	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.14899014	10.5281/zenodo.14899015	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.17546042	10.5281/zenodo.17546043	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.17613258	10.5281/zenodo.17613259	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15051363	10.5281/zenodo.15058249	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15051363	10.5281/zenodo.15051364	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.17532940	10.5281/zenodo.17532941	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.14652354	10.5281/zenodo.14652355	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15111581	10.5281/zenodo.15111582	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.13862318	10.5281/zenodo.13862319	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15182041	10.5281/zenodo.15182042	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.17337192	10.5281/zenodo.17337193	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.17131698	10.5281/zenodo.17131699	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15546588	10.5281/zenodo.15546589	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.13383620	10.5281/zenodo.13383621	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.13383620	10.5281/zenodo.14639428	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.17034518	10.5281/zenodo.17034519	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15052422	10.5281/zenodo.15052423	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15052422	10.5281/zenodo.15592782	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15371102	10.5281/zenodo.15371103	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.17191512	10.5281/zenodo.17191513	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.17037640	10.5281/zenodo.17037641	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.17698937	10.5281/zenodo.17698938	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.14775988	10.5281/zenodo.14775989	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.16892585	10.5281/zenodo.16892586	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.13938045	10.5281/zenodo.13938046	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15434234	10.5281/zenodo.15434235	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15434234	10.5281/zenodo.17599565	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.17098147	10.5281/zenodo.17098148	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.17150542	10.5281/zenodo.17150543	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15274166	10.5281/zenodo.15274167	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.10782241	10.5281/zenodo.10782242	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.10782241	10.5281/zenodo.12780441	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15623438	10.5281/zenodo.15623439	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15438035	10.5281/zenodo.15438036	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15181488	10.5281/zenodo.15181489	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15638654	10.5281/zenodo.15638655	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.15270517	10.5281/zenodo.15270518	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.16992644	10.5281/zenodo.16992645	HasVersion + IsVersionOf match; dropping version DOI
drop_version	10.5281/zenodo.14635400	10.5281/zenodo.14635401	HasVersion + IsVersionOf match; dropping version DOI
